YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2018,2018,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,34.8,34.8,33.1,36.5,4855,"(35.47203135600046, -97.52107021399968)",OWS,OWS1,Q037,40,Total,Total,OVR,OVERALL
2018,2018,OK,Oklahoma,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,34.8,34.8,33.1,36.6,4855,"(35.47203135600046, -97.52107021399968)",OWS,OWS1,Q036,40,Total,Total,OVR,OVERALL
2018,2018,FL,Florida,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,26.8,26.8,25.4,28.3,15226,"(28.932040377000476, -81.92896053899966)",PA,PA1,Q047,12,Total,Total,OVR,OVERALL
2014,2014,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,28.9,28.9,28.6,29.2,425875,,OWS,OWS1,Q036,59,Total,Total,OVR,OVERALL
2018,2018,MS,Mississippi,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,32,32,30.5,33.6,5841,"(32.745510099000455, -89.53803082499968)",PA,PA1,Q047,28,Total,Total,OVR,OVERALL
2014,2014,GU,Guam,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.4,35.4,32.7,38.2,2352,"(13.444304, 144.793731)",OWS,OWS1,Q037,66,Total,Total,OVR,OVERALL
2018,2018,FL,Florida,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,30.7,30.7,29.1,32.3,13804,"(28.932040377000476, -81.92896053899966)",OWS,OWS1,Q036,12,Total,Total,OVR,OVERALL
2018,2018,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,34.2,34.2,32.6,35.7,5471,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q037,41,Total,Total,OVR,OVERALL
2018,2018,OR,Oregon,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,29.9,29.9,28.4,31.4,5471,"(44.56744942400047, -120.15503132599969)",OWS,OWS1,Q036,41,Total,Total,OVR,OVERALL
2018,2018,CO,Colorado,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.9,35.9,34.7,37.2,8234,"(38.843840757000464, -106.13361092099967)",OWS,OWS1,Q037,8,Total,Total,OVR,OVERALL
2018,2018,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,28.7,28.7,27.6,29.8,11864,"(47.52227862900048, -120.47001078999972)",OWS,OWS1,Q036,53,Total,Total,OVR,OVERALL
2016,2016,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,30.3,30.3,28.8,31.8,6367,"(40.793730152, -77.860700294)",OWS,OWS1,Q036,42,Total,Total,OVR,OVERALL
2016,2016,CA,California,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,25,25,23.9,26.1,10352,"(37.638640123, -120.999999538)",OWS,OWS1,Q036,6,Total,Total,OVR,OVERALL
2016,2016,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,37.3,37.3,35.4,39.1,5483,"(47.066528972, -109.424420645)",OWS,OWS1,Q037,30,Total,Total,OVR,OVERALL
2018,2018,LA,Louisiana,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,30.8,30.8,29.1,32.7,5121,"(31.31266064400046, -92.44568007099969)",PA,PA1,Q047,22,Total,Total,OVR,OVERALL
2018,2018,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.1,35.1,34.1,36.1,32076,"(42.82700103200045, -75.54397042699964)",OWS,OWS1,Q037,36,Total,Total,OVR,OVERALL
2018,2018,NY,New York,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,27.6,27.6,26.7,28.6,32076,"(42.82700103200045, -75.54397042699964)",OWS,OWS1,Q036,36,Total,Total,OVR,OVERALL
2018,2018,NV,Nevada,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,38.2,38.2,35.6,40.8,3005,"(39.493240390000494, -117.07184056399967)",OWS,OWS1,Q037,32,Total,Total,OVR,OVERALL
2018,2018,NH,New Hampshire,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,21.5,21.5,20,23.1,5730,"(43.65595011300047, -71.50036091999965)",PA,PA1,Q047,33,Total,Total,OVR,OVERALL
2018,2018,WY,Wyoming,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,21.7,21.7,20.2,23.2,4459,"(43.23554134300048, -108.10983035299967)",PA,PA1,Q047,56,Total,Total,OVR,OVERALL
2018,2018,AK,Alaska,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,19.6,19.6,17.5,21.9,2755,"(64.84507995700051, -147.72205903599973)",PA,PA1,Q047,2,Total,Total,OVR,OVERALL
2018,2018,MN,Minnesota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,30.1,30.1,29.2,30.9,15631,"(46.35564873600049, -94.79420050299967)",OWS,OWS1,Q036,27,Total,Total,OVR,OVERALL
2015,2015,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,NA,Value,33.6,33.6,30.5,36.9,3468,"(38.890371385, -77.031961127)",PA,PA1,Q046,11,Total,Total,OVR,OVERALL
2018,2018,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,30.1,30.1,28.1,32.1,6630,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q036,46,Total,Total,OVR,OVERALL
2018,2018,SD,South Dakota,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,37.8,37.8,35.6,40,6630,"(44.353130053000484, -100.3735306369997)",OWS,OWS1,Q037,46,Total,Total,OVR,OVERALL
2018,2018,KS,Kansas,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,34.4,34.4,33.2,35.6,9901,"(38.34774030000045, -98.20078122699965)",OWS,OWS1,Q036,20,Total,Total,OVR,OVERALL
2018,2018,NC,North Carolina,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,23.9,23.9,22.4,25.5,4726,"(35.466220975000454, -79.15925046299964)",PA,PA1,Q047,37,Total,Total,OVR,OVERALL
2018,2018,VA,Virginia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,22,22,20.9,23,10307,"(37.54268067400045, -78.45789046299967)",PA,PA1,Q047,51,Total,Total,OVR,OVERALL
2018,2018,MS,Mississippi,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,33.8,33.8,32.2,35.5,5477,"(32.745510099000455, -89.53803082499968)",OWS,OWS1,Q037,28,Total,Total,OVR,OVERALL
2018,2018,VT,Vermont,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,27.5,27.5,25.9,29.2,6021,"(43.62538123900049, -72.51764079099962)",OWS,OWS1,Q036,50,Total,Total,OVR,OVERALL
2018,2018,NY,New York,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,23.8,23.8,23,24.7,35670,"(42.82700103200045, -75.54397042699964)",PA,PA1,Q047,36,Total,Total,OVR,OVERALL
2018,2018,AZ,Arizona,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,29.5,29.5,27.8,31.3,7449,"(34.865970280000454, -111.76381127699972)",OWS,OWS1,Q036,4,Total,Total,OVR,OVERALL
2015,2015,US,National,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.7,35.7,35.4,36,398316,,OWS,OWS1,Q037,59,Total,Total,OVR,OVERALL
2018,2018,SC,South Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.4,35.4,34,36.8,10082,"(33.998821303000454, -81.04537120699968)",OWS,OWS1,Q037,45,Total,Total,OVR,OVERALL
2018,2018,NJ,New Jersey,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,36.7,36.7,33.8,39.6,2767,"(40.13057004800049, -74.27369128799967)",OWS,OWS1,Q037,34,Total,Total,OVR,OVERALL
2018,2018,AL,Alabama,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,30.7,30.7,29.2,32.2,6577,"(32.84057112200048, -86.63186076199969)",PA,PA1,Q047,1,Total,Total,OVR,OVERALL
2018,2018,GA,Georgia,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,26.2,26.2,25.1,27.4,9286,"(32.83968109300048, -83.62758034599966)",PA,PA1,Q047,13,Total,Total,OVR,OVERALL
2018,2018,TN,Tennessee,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,30.9,30.9,29.1,32.7,5155,"(35.68094058000048, -85.77449091399967)",PA,PA1,Q047,47,Total,Total,OVR,OVERALL
2018,2018,KY,Kentucky,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,36.6,36.6,34.9,38.4,8013,"(37.645970271000465, -84.77497104799966)",OWS,OWS1,Q036,21,Total,Total,OVR,OVERALL
2018,2018,CO,Colorado,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,16.4,16.4,15.5,17.3,8879,"(38.843840757000464, -106.13361092099967)",PA,PA1,Q047,8,Total,Total,OVR,OVERALL
2018,2018,MD,Maryland,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.6,35.6,34.4,36.7,16029,"(39.29058096400047, -76.60926011099963)",OWS,OWS1,Q037,24,Total,Total,OVR,OVERALL
2018,2018,OR,Oregon,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,19.3,19.3,18,20.6,5930,"(44.56744942400047, -120.15503132599969)",PA,PA1,Q047,41,Total,Total,OVR,OVERALL
2018,2018,PA,Pennsylvania,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,30.9,30.9,29.4,32.5,5754,"(40.79373015200048, -77.86070029399963)",OWS,OWS1,Q036,42,Total,Total,OVR,OVERALL
2018,2018,IA,Iowa,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,34.1,34.1,33,35.3,8428,"(42.46940091300047, -93.81649055599968)",OWS,OWS1,Q037,19,Total,Total,OVR,OVERALL
2018,2018,IL,Illinois,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,31.8,31.8,30.2,33.4,4973,"(40.48501028300046, -88.99771017799969)",OWS,OWS1,Q036,17,Total,Total,OVR,OVERALL
2018,2018,NC,North Carolina,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,35.1,35.1,33.3,36.9,4294,"(35.466220975000454, -79.15925046299964)",OWS,OWS1,Q037,37,Total,Total,OVR,OVERALL
2018,2018,PR,Puerto Rico,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,36.9,36.9,35.1,38.6,4637,"(18.220833, -66.590149)",OWS,OWS1,Q037,72,Total,Total,OVR,OVERALL
2018,2018,AK,Alaska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,34.7,34.7,32.2,37.3,2600,"(64.84507995700051, -147.72205903599973)",OWS,OWS1,Q037,2,Total,Total,OVR,OVERALL
2018,2018,WA,Washington,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,34.7,34.7,33.5,35.9,11864,"(47.52227862900048, -120.47001078999972)",OWS,OWS1,Q037,53,Total,Total,OVR,OVERALL
2018,2018,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,29,29,27.3,30.8,4175,"(43.23554134300048, -108.10983035299967)",OWS,OWS1,Q036,56,Total,Total,OVR,OVERALL
2018,2018,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,33.4,33.4,31.9,35,6144,"(32.84057112200048, -86.63186076199969)",OWS,OWS1,Q037,1,Total,Total,OVR,OVERALL
2016,2016,WY,Wyoming,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,36.5,36.5,34.4,38.8,4200,"(43.235541343, -108.109830353)",OWS,OWS1,Q037,56,Total,Total,OVR,OVERALL
2016,2016,AL,Alabama,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,33.9,33.9,32.3,35.4,6526,"(32.840571122, -86.631860762)",OWS,OWS1,Q037,1,Total,Total,OVR,OVERALL
2018,2018,MO,Missouri,Behavioral Risk Factor Surveillance System,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,NA,Value,26.1,26.1,24.6,27.7,6221,"(38.635790776000476, -92.56630005299968)",PA,PA1,Q047,29,Total,Total,OVR,OVERALL
2018,2018,MT,Montana,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,26.9,26.9,25.2,28.5,4804,"(47.06652897200047, -109.42442064499971)",OWS,OWS1,Q036,30,Total,Total,OVR,OVERALL
2018,2018,DC,District of Columbia,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,24.7,24.7,22.9,26.5,4081,"(38.89037138500049, -77.03196112699965)",OWS,OWS1,Q036,11,Total,Total,OVR,OVERALL
2018,2018,OH,Ohio,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,NA,Value,34,34,32.7,35.3,11907,"(40.06021014100048, -82.40426005599966)",OWS,OWS1,Q036,39,Total,Total,OVR,OVERALL
2018,2018,NE,Nebraska,Behavioral Risk Factor Surveillance System,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,NA,Value,34.8,34.8,33.6,36,13669,"(41.6410409880005, -99.36572062299967)",OWS,OWS1,Q037,31,Total,Total,OVR,OVERALL
